ZCTA,Households100to149K,Households150to199K,Households200KorMore,RFM1,RFM2,RFM3
63834,142,65,53,5,5,5
63845,162,26,34,5,4,5
63863,148,6,62,5,2,6
63873,224,58,5,5,5,2
63877,205,82,10,5,6,3
64011,215,94,16,5,6,4
64019,146,2,28,5,1,4
64020,184,127,62,5,6,6
64061,205,70,65,5,5,6
64070,245,146,37,5,6,5
64077,172,12,3,5,3,2
64123,233,32,0,5,4,0
64128,213,15,33,5,3,5
64132,176,73,39,5,5,5
64136,174,37,59,5,4,5
64139,197,115,111,5,6,6
64443,139,39,65,5,4,6
64490,136,30,17,5,4,4
64492,227,30,27,5,4,4
64501,171,32,30,5,4,5
64628,184,50,39,5,5,5
64633,166,77,45,5,5,5
64644,202,64,25,5,5,4
64658,164,45,50,5,5,5
64683,244,63,51,5,5,5
64734,184,64,43,5,5,5
64742,144,64,20,5,5,4
64744,204,48,37,5,5,5
64747,225,42,63,5,5,6
64755,183,17,30,5,3,5
64776,238,4,15,5,2,3
64840,225,46,22,5,5,4
64844,149,36,40,5,4,5
64854,137,13,3,5,3,2
64855,176,6,74,5,2,6
64862,165,53,41,5,5,5
64865,150,15,47,5,3,5
65014,156,8,7,5,2,3
65016,159,30,0,5,4,0
65023,188,19,9,5,3,3
65032,167,7,36,5,2,5
65037,249,51,78,5,5,6
65051,195,52,17,5,5,4
65052,248,65,42,5,5,5
65053,169,37,2,5,4,2
65063,248,80,49,5,5,5
65079,192,82,126,5,6,6
65084,215,18,13,5,3,3
65248,216,55,22,5,5,4
65255,235,84,38,5,6,5
65259,187,19,0,5,3,0
65325,182,23,22,5,4,4
65360,143,68,16,5,5,4
65441,208,96,11,5,6,3
65473,154,136,6,5,6,2
65542,172,43,37,5,5,5
65548,189,58,22,5,5,4
65552,162,42,20,5,5,4
65604,145,56,58,5,5,5
65622,193,136,115,5,6,6
65633,162,39,10,5,4,3
65653,154,12,66,5,3,6
65669,227,12,17,5,3,4
65689,179,122,17,5,6,4
65723,142,15,36,5,3,5
65725,168,48,15,5,5,3
65753,162,102,46,5,6,5
65770,156,13,26,5,3,4
65785,169,23,20,5,4,4
65791,150,12,12,5,3,3
59001,173,19,29,5,3,4
59011,176,48,17,5,5,4
59041,142,66,23,5,5,4
59063,186,40,15,5,4,3
59072,245,29,35,5,4,5
59201,171,69,31,5,5,5
59254,186,18,57,5,3,5
59313,232,45,64,5,5,6
59323,185,117,5,5,6,2
59425,152,76,21,5,5,4
59427,206,38,71,5,4,6
59644,159,111,34,5,6,5
59716,220,52,65,5,5,6
59729,200,4,36,5,2,5
59730,166,59,49,5,5,5
59752,228,76,51,5,5,5
59759,226,67,2,5,5,2
59825,153,24,48,5,4,5
59864,241,69,32,5,5,5
59875,155,39,50,5,4,5
59917,186,43,56,5,5,5
59922,156,21,17,5,3,4
59932,189,0,36,5,0,5
68002,148,144,21,5,6,4
68017,177,32,8,5,4,3
68023,234,100,69,5,6,6
68031,138,42,32,5,5,5
68037,190,155,55,5,6,5
68064,190,104,208,5,6,7
68069,157,114,261,5,6,7
68073,147,48,38,5,5,5
68317,175,81,36,5,6,5
68333,236,138,98,5,6,6
68355,225,0,58,5,0,5
68358,181,105,57,5,6,5
68361,157,38,44,5,4,5
68402,143,55,0,5,5,0
68405,202,34,76,5,4,6
68428,161,49,32,5,5,5
68430,159,55,62,5,5,6
68446,201,88,54,5,6,5
68450,145,15,38,5,3,5
68465,136,31,6,5,4,2
68508,187,32,43,5,4,5
68620,195,60,57,5,5,5
68642,146,31,28,5,4,4
68661,246,75,134,5,5,7
68715,141,21,5,5,3,2
68730,136,24,31,5,4,5
68731,199,53,57,5,5,5
68739,212,62,46,5,5,5
68748,167,11,24,5,3,4
68767,216,63,68,5,5,6
68779,170,44,11,5,5,3
68787,228,149,82,5,6,6
68788,237,89,53,5,6,5
68822,239,104,120,5,6,6
68832,147,51,58,5,5,5
68840,170,46,40,5,5,5
68862,157,50,49,5,5,5
68955,186,50,17,5,5,4
69130,248,63,31,5,5,5
69140,158,23,42,5,4,5
69165,161,33,18,5,4,4
69201,147,34,35,5,4,5
69210,136,43,31,5,5,5
69337,227,104,40,5,6,5
69357,228,25,53,5,4,5
69358,148,11,20,5,3,4
89021,207,131,35,5,6,5
89040,245,80,18,5,5,4
89045,168,63,15,5,5,3
89415,136,9,11,5,2,3
89419,179,35,22,5,4,4
89439,139,43,53,5,5,5
89444,225,19,38,5,3,5
89448,180,41,147,5,5,7
89449,163,85,113,5,6,6
89501,174,101,109,5,6,6
89883,174,97,13,5,6,3
3043,184,57,73,5,5,6
3046,247,129,175,5,6,7
3047,175,24,54,5,4,5
3057,193,155,193,5,6,7
3082,173,46,88,5,5,6
3216,208,89,40,5,6,5
3221,143,62,57,5,5,5
3223,160,56,92,5,5,6
3224,237,87,80,5,6,6
3254,246,97,199,5,6,7
3255,207,114,155,5,6,7
3256,163,74,28,5,5,4
3263,201,28,49,5,4,5
3269,220,168,82,5,6,6
3278,227,112,66,5,6,6
3285,188,58,16,5,5,4
3440,210,68,112,5,5,6
3444,140,58,47,5,5,5
3447,199,31,66,5,4,6
3449,149,79,69,5,5,6
3451,192,111,27,5,6,4
3452,230,144,90,5,6,6
3455,184,100,67,5,6,6
3462,141,30,104,5,4,6
3466,140,45,95,5,5,6
3467,146,64,71,5,5,6
3574,202,21,37,5,3,5
3576,184,54,57,5,5,5
3581,235,45,86,5,5,6
3584,210,35,62,5,4,6
3585,172,39,43,5,4,5
3602,180,38,42,5,4,5
3603,142,35,90,5,4,6
3608,197,88,198,5,6,7
3741,199,122,74,5,6,6
3745,152,42,47,5,5,5
3784,226,68,219,5,5,7
3814,158,32,0,5,4,0
3818,239,64,43,5,5,5
3827,237,225,166,5,7,7
3844,215,147,242,5,6,7
3855,185,111,72,5,6,6
3869,187,112,88,5,6,6
3887,151,35,45,5,4,5
7041,229,290,927,5,7,9
7074,149,95,49,5,6,5
7077,176,151,23,5,6,4
7088,188,42,92,5,5,6
7401,242,428,913,5,8,9
7418,155,168,158,5,6,7
7423,197,201,792,5,7,8
7435,219,124,218,5,6,7
7439,228,75,62,5,5,6
7460,201,270,233,5,7,7
7606,168,95,58,5,6,5
7641,184,147,476,5,6,8
7717,177,89,158,5,6,7
7720,200,228,253,5,7,7
7756,241,21,240,5,3,7
7847,224,64,99,5,5,6
7848,186,188,364,5,7,8
7852,185,205,302,5,7,7
7857,175,201,70,5,7,6
7865,243,127,50,5,6,5
7931,165,161,422,5,6,8
7933,246,128,389,5,6,8
7946,237,130,466,5,6,8
8026,170,92,60,5,6,6
8045,163,79,25,5,5,4
8061,230,257,220,5,7,7
8063,161,76,40,5,5,5
8092,230,150,89,5,6,6
8243,199,87,171,5,6,7
8311,139,26,28,5,4,4
8317,162,11,47,5,3,5
8341,169,42,66,5,5,6
8535,238,330,594,5,7,8
8558,209,263,1371,5,7,9
8562,240,153,87,5,6,6
8640,163,27,15,5,4,3
8641,248,61,5,5,5,2
8732,184,60,41,5,5,5
8733,166,79,46,5,5,5
8740,154,9,45,5,2,5
8741,176,162,139,5,6,7
8752,169,70,127,5,5,6
8804,223,103,173,5,6,7
8832,230,12,52,5,3,5
8836,240,225,504,5,7,8
87008,194,105,126,5,6,6
87021,143,14,0,5,3,0
87035,174,32,53,5,4,5
87116,175,76,9,5,5,3
87313,167,24,12,5,4,3
87327,139,21,21,5,3,4
87416,147,51,4,5,5,2
87529,145,91,91,5,6,6
87552,220,55,12,5,5,3
88063,245,41,12,5,5,3
88231,184,25,49,5,4,5
88312,208,50,55,5,5,5
88401,186,76,0,5,5,0
10006,215,298,718,5,7,8
10506,219,288,985,5,7,9
10511,231,89,109,5,6,6
10526,170,51,238,5,5,7
10537,188,80,141,5,5,7
10560,243,232,544,5,7,8
10594,217,308,510,5,7,8
10913,237,278,488,5,7,8
10916,233,131,280,5,6,7
10917,179,56,129,5,5,6
10963,220,129,35,5,6,5
10968,237,219,185,5,7,7
10969,167,29,68,5,4,6
10973,152,169,75,5,6,6
10984,240,150,186,5,6,7
10987,165,220,398,5,7,8
10993,158,86,123,5,6,6
10998,204,124,86,5,6,6
11005,179,85,124,5,6,6
11020,235,291,671,5,7,8
11096,248,114,190,5,6,7
11239,231,86,71,5,6,6
11509,142,69,271,5,5,7
11514,236,159,240,5,6,7
11548,142,42,162,5,5,7
11568,157,161,528,5,6,8
11697,221,228,314,5,7,7
11718,240,161,274,5,6,7
11719,202,157,101,5,6,6
11732,243,216,357,5,7,8
11749,210,122,84,5,6,6
11796,218,226,265,5,7,7
11804,163,190,528,5,7,8
11941,236,109,109,5,6,6
11944,239,152,237,5,6,7
11964,162,162,84,5,6,6
11977,149,145,175,5,6,7
12015,168,144,33,5,6,5
12023,170,46,41,5,5,5
12037,228,168,72,5,6,6
12046,139,39,10,5,4,3
12052,208,30,11,5,4,3
12056,206,107,19,5,6,4
12067,146,61,39,5,5,5
12068,189,89,32,5,6,5
12072,143,39,40,5,4,5
12075,241,149,56,5,6,5
12086,154,47,0,5,5,0
12094,212,109,17,5,6,4
12117,138,61,46,5,5,5
12121,205,115,53,5,6,5
12134,227,84,38,5,6,5
12138,243,64,54,5,5,5
12140,204,72,53,5,5,5
12154,197,93,72,5,6,6
12167,151,55,15,5,5,3
12168,145,67,63,5,5,6
12173,211,55,15,5,5,3
12183,209,47,44,5,5,5
12185,166,46,103,5,5,6
12192,165,57,34,5,5,5
12193,211,33,33,5,4,5
12307,165,8,0,5,2,0
12404,198,89,123,5,6,6
12440,182,91,101,5,6,6
12449,146,55,77,5,5,6
12466,153,107,91,5,6,6
12484,194,74,82,5,5,6
12486,146,68,64,5,5,6
12487,166,170,97,5,6,6
12491,143,32,71,5,4,6
12501,139,59,70,5,5,6
12516,173,50,72,5,5,6
12525,182,147,119,5,6,6
12526,243,155,157,5,6,7
12531,238,189,234,5,7,7
12546,197,42,136,5,5,7
12548,142,26,18,5,4,4
12567,137,45,128,5,5,6
12575,187,203,167,5,7,7
12578,240,103,88,5,6,6
12581,176,146,122,5,6,6
12583,178,97,80,5,6,6
12594,201,217,103,5,7,6
12737,205,47,16,5,5,4
12748,204,52,50,5,5,5
12754,153,74,108,5,5,6
12758,177,38,72,5,4,6
12775,231,86,73,5,6,6
12776,150,92,34,5,6,5
12788,158,60,65,5,5,6
12789,144,40,14,5,4,3
12809,163,82,17,5,6,4
12817,167,48,36,5,5,5
12827,146,179,21,5,7,4
12835,194,42,34,5,5,5
12846,163,62,65,5,5,6
12850,248,73,97,5,5,6
12865,207,59,29,5,5,4
12918,164,61,19,5,5,4
12919,174,38,15,5,4,3
12920,144,44,43,5,5,5
12921,221,106,45,5,6,5
12944,171,52,47,5,5,5
12979,166,48,19,5,5,4
12981,182,84,0,5,6,0
12992,171,58,95,5,5,6
13034,174,70,41,5,5,5
13040,148,41,10,5,5,3
13044,163,51,53,5,5,5
13054,142,39,0,5,4,0
13060,198,44,15,5,5,3
13063,174,123,36,5,6,5
13074,233,17,25,5,3,4
13076,150,96,13,5,6,3
13080,212,53,68,5,5,6
13083,188,45,6,5,5,2
13092,161,37,21,5,4,4
13101,145,15,3,5,3,2
13110,189,94,83,5,6,6
13116,156,53,25,5,5,4
13131,189,56,61,5,5,6
13140,224,73,29,5,5,4
13160,138,42,27,5,5,4
13167,247,32,16,5,4,4
13202,187,78,34,5,5,5
13211,225,33,45,5,4,5
13308,186,100,43,5,6,5
13317,214,118,15,5,6,3
13318,161,24,3,5,4,2
13324,147,20,17,5,3,4
13329,190,64,8,5,5,3
13363,159,51,44,5,5,5
13402,140,40,0,5,4,0
13407,198,52,29,5,5,4
13416,145,44,15,5,5,3
13417,142,58,31,5,5,5
13431,161,45,24,5,5,4
13438,166,92,83,5,6,6
13439,199,67,24,5,5,4
13452,233,33,41,5,4,5
13459,160,51,46,5,5,5
13460,195,30,63,5,4,6
13461,213,75,103,5,5,6
13471,185,29,12,5,4,3
13478,191,69,12,5,5,3
13480,148,72,38,5,5,5
13490,140,42,16,5,5,4
13491,188,64,36,5,5,5
13603,243,8,26,5,2,4
13606,214,76,9,5,5,3
13612,190,51,26,5,5,4
13622,142,46,38,5,5,5
13656,137,39,35,5,4,5
13658,194,33,28,5,4,4
13668,221,37,97,5,4,6
13691,168,46,29,5,5,4
13697,176,13,9,5,3,3
13730,224,30,39,5,4,5
13746,148,41,33,5,5,5
13748,184,66,0,5,5,0
13787,169,41,0,5,5,0
13795,179,25,63,5,4,6
13812,178,29,24,5,4,4
13825,187,20,17,5,3,4
13830,249,70,63,5,5,6
13833,197,71,24,5,5,4
13838,184,30,52,5,4,5
13856,216,106,10,5,6,3
14025,139,120,98,5,6,6
14033,162,90,22,5,6,4
14042,136,28,67,5,4,6
14062,160,82,28,5,6,4
14081,138,43,20,5,5,4
14098,149,71,27,5,5,4
14105,230,133,44,5,6,5
14111,228,44,48,5,5,5
14125,222,84,23,5,6,4
14139,191,69,56,5,5,5
14145,140,53,18,5,5,4
14167,138,38,12,5,4,3
14170,211,97,28,5,6,4
14171,150,36,3,5,4,2
14202,139,139,195,5,6,7
14204,146,156,71,5,6,6
14208,224,72,56,5,5,5
14422,156,35,31,5,4,5
14433,188,48,40,5,5,5
14435,212,84,75,5,6,6
14471,224,56,6,5,5,2
14476,156,90,26,5,6,4
14517,166,36,7,5,4,3
14525,205,37,55,5,4,5
14530,183,38,13,5,4,3
14533,177,33,18,5,4,4
14551,244,50,41,5,5,5
14561,208,72,43,5,5,5
14572,192,115,22,5,6,4
14604,162,36,60,5,4,6
14605,196,20,64,5,3,6
14611,212,58,65,5,5,6
14710,246,69,50,5,5,5
14718,147,20,10,5,3,3
14719,168,30,25,5,4,4
14733,175,47,0,5,5,0
14737,151,25,6,5,4,2
14738,179,42,0,5,5,0
14741,162,32,9,5,4,3
14755,153,30,9,5,4,3
14757,185,53,44,5,5,5
14772,167,75,10,5,5,3
14779,186,32,25,5,4,4
14807,205,32,16,5,4,4
14812,200,33,27,5,4,4
14814,197,44,76,5,5,6
14817,160,33,25,5,4,4
14818,243,4,14,5,2,3
14821,242,35,31,5,4,5
14823,184,17,27,5,3,4
14837,235,163,84,5,6,6
14840,203,73,51,5,5,5
14865,149,36,11,5,4,3
14867,245,59,157,5,5,7
14891,224,66,42,5,5,5
27007,139,33,31,5,4,5
27009,232,77,76,5,5,6
27011,232,28,84,5,4,6
27013,210,75,24,5,5,4
27019,163,91,56,5,6,5
27020,197,46,64,5,5,6
27043,222,111,142,5,6,7
27050,232,62,47,5,5,5
27051,241,129,35,5,6,5
27054,152,50,61,5,5,6
27207,151,37,31,5,4,5
27233,218,74,61,5,5,6
27243,235,190,166,5,7,7
27281,236,74,47,5,5,5
27283,212,79,52,5,5,5
27299,207,40,11,5,4,3
27306,225,47,93,5,5,6
27316,141,101,37,5,6,5
27325,235,29,73,5,4,6
27509,161,58,9,5,5,3
27521,232,40,14,5,4,3
27541,235,88,121,5,6,6
27544,199,50,36,5,5,5
27581,248,82,35,5,6,5
27589,179,103,32,5,6,5
27805,161,2,22,5,1,4
27808,160,79,40,5,5,5
27809,202,104,118,5,6,6
27823,202,16,0,5,3,0
27824,144,0,0,5,0,0
27830,179,47,29,5,5,4
27852,150,14,21,5,3,4
27855,182,6,28,5,2,4
27860,165,3,0,5,2,0
27865,153,55,56,5,5,5
27874,152,22,32,5,4,5
27880,155,203,85,5,7,6
27883,136,46,6,5,5,2
27891,179,17,62,5,3,6
27929,189,50,39,5,5,5
27939,162,67,37,5,5,5
27976,179,76,19,5,5,4
27981,147,17,24,5,3,4
27983,185,138,41,5,6,5
28018,244,66,46,5,5,5
28032,152,118,70,5,6,6
28040,183,36,56,5,4,5
28073,140,64,13,5,5,3
28088,183,22,0,5,4,0
28090,222,57,98,5,5,6
28114,244,48,32,5,5,5
28125,157,70,15,5,5,3
28133,168,4,79,5,2,6
28135,194,36,4,5,4,2
28137,151,22,34,5,4,5
28174,243,133,88,5,6,6
28307,233,59,20,5,5,4
28318,229,67,31,5,5,5
28323,178,55,37,5,5,5
28333,216,14,8,5,3,3
28339,213,59,9,5,5,3
28340,171,7,41,5,2,5
28341,153,27,6,5,4,2
28366,182,29,79,5,4,6
28377,229,99,45,5,6,5
28383,204,33,21,5,4,4
28384,247,123,22,5,6,4
28391,204,39,66,5,4,6
28398,221,40,0,5,4,0
28420,221,31,16,5,4,4
28430,153,15,35,5,3,5
28433,156,107,9,5,6,3
28450,182,16,42,5,3,5
28453,150,1,0,5,1,0
28458,189,50,0,5,5,0
28463,242,40,48,5,4,5
28512,203,91,154,5,6,7
28521,149,0,0,5,0,0
28544,222,58,0,5,5,0
28547,141,85,17,5,6,4
28555,149,26,45,5,4,5
28571,168,38,62,5,4,6
28578,215,105,74,5,6,6
28582,169,61,11,5,5,3
28585,173,37,13,5,4,3
28586,242,12,58,5,3,5
28626,168,66,47,5,5,5
28634,182,48,8,5,5,3
28636,147,49,30,5,5,5
28640,187,30,0,5,4,0
28642,203,13,87,5,3,6
28643,145,9,23,5,2,4
28651,206,62,45,5,5,5
28654,186,29,47,5,4,5
28657,232,40,95,5,4,6
28670,200,30,0,5,4,0
28675,164,47,53,5,5,5
28676,208,54,126,5,5,6
28678,220,90,138,5,6,7
28701,185,49,22,5,5,4
28717,151,7,18,5,2,4
28719,241,75,54,5,5,5
28741,243,143,235,5,6,7
28742,211,77,56,5,5,5
28746,137,72,129,5,5,6
28751,162,58,56,5,5,5
28761,193,88,99,5,6,6
28763,190,54,62,5,5,6
28771,237,32,52,5,4,5
28773,152,48,27,5,5,4
28789,152,52,156,5,5,7
28790,163,69,162,5,5,7
28901,149,21,10,5,3,3
58045,152,53,39,5,5,5
58051,212,80,53,5,5,5
58054,156,69,20,5,5,4
58059,166,36,30,5,4,5
58220,153,38,26,5,4,4
58249,189,66,75,5,5,6
58257,188,34,16,5,4,4
58278,244,64,46,5,5,5
58316,173,106,51,5,6,5
58368,215,62,18,5,5,4
58421,201,68,71,5,5,6
58474,215,44,53,5,5,5
58540,210,70,59,5,5,5
58563,176,65,39,5,5,5
58577,222,64,23,5,5,4
58623,147,15,47,5,3,5
58639,157,35,35,5,4,5
58640,162,88,65,5,6,6
58704,206,44,24,5,5,4
58763,159,106,100,5,6,6
58790,176,43,22,5,5,4
58852,195,97,51,5,6,5
43001,157,50,76,5,5,6
43009,236,88,16,5,6,4
43014,231,32,17,5,4,4
43022,192,75,56,5,5,5
43045,146,99,32,5,6,5
43060,193,33,24,5,4,4
43066,140,64,58,5,5,5
43107,182,29,62,5,4,6
43116,213,24,25,5,4,4
43128,174,19,2,5,3,2
43135,172,96,34,5,6,5
43137,141,0,49,5,0,5
43149,179,63,0,5,5,0
43150,144,55,1,5,5,2
43154,174,82,98,5,6,6
43203,181,88,48,5,6,5
43211,241,59,47,5,5,5
43310,164,74,35,5,5,5
43314,174,40,0,5,4,0
43340,188,4,0,5,2,0
43342,214,62,31,5,5,5
43416,225,54,70,5,5,6
43431,232,103,31,5,6,5
43445,181,35,17,5,4,4
43450,227,107,62,5,6,6
43466,137,39,7,5,4,3
43469,217,59,100,5,5,6
43517,161,74,43,5,5,5
43522,235,154,46,5,6,5
43525,143,26,17,5,4,4
43527,136,24,8,5,4,3
43534,166,7,0,5,2,0
43554,155,5,14,5,2,3
43557,162,25,11,5,4,3
43569,158,45,11,5,5,3
43570,155,74,8,5,5,3
43604,137,61,57,5,5,5
43610,160,12,8,5,3,3
43719,149,42,71,5,5,6
43723,206,23,32,5,4,5
43739,194,67,35,5,5,5
43748,150,57,0,5,5,0
43756,192,46,25,5,5,4
43762,164,129,54,5,6,5
43777,206,19,8,5,3,3
43787,142,19,8,5,3,3
43793,170,88,41,5,6,5
43821,241,116,38,5,6,5
43824,222,57,57,5,5,5
43832,199,27,48,5,4,5
43844,166,28,30,5,4,5
43907,229,136,36,5,6,5
43912,213,63,49,5,5,5
43944,165,35,39,5,4,5
43945,142,19,9,5,3,3
43946,139,7,18,5,2,4
43968,246,33,12,5,4,3
44003,136,40,28,5,4,4
44040,196,191,409,5,7,8
44064,148,52,27,5,5,4
44076,203,65,28,5,5,4
44084,153,67,47,5,5,5
44086,221,25,34,5,4,5
44103,233,8,86,5,2,6
44104,198,46,23,5,5,4
44110,236,95,24,5,6,4
44115,144,58,135,5,5,7
44119,226,148,183,5,6,7
44215,141,44,11,5,5,3
44217,181,38,14,5,4,3
44235,152,59,20,5,5,4
44264,211,181,118,5,7,6
44275,230,117,87,5,6,6
44401,222,32,32,5,4,5
44402,235,59,10,5,5,3
44403,207,88,96,5,6,6
44405,207,38,50,5,4,5
44412,168,57,23,5,5,4
44413,204,117,25,5,6,4
44423,147,13,43,5,3,5
44428,142,28,26,5,4,4
44431,230,40,88,5,4,6
44436,211,77,29,5,5,4
44437,222,31,17,5,4,4
44442,149,69,105,5,5,6
44443,180,40,10,5,4,3
44451,185,52,48,5,5,5
44452,199,66,75,5,5,6
44491,158,37,24,5,4,4
44502,161,11,8,5,3,3
44504,178,58,87,5,5,6
44509,205,37,66,5,4,6
44609,189,87,23,5,6,4
44621,219,43,8,5,5,3
44624,153,128,54,5,6,5
44627,207,142,124,5,6,6
44629,138,8,7,5,2,3
44633,143,14,62,5,3,6
44634,166,18,34,5,3,5
44643,228,67,8,5,5,3
44644,215,169,103,5,6,6
44656,233,104,34,5,6,5
44666,212,88,40,5,6,5
44672,206,27,18,5,4,4
44677,141,48,26,5,5,4
44683,219,64,13,5,5,3
44688,194,50,35,5,5,5
44703,154,62,33,5,5,5
44707,139,144,17,5,6,4
44730,244,36,40,5,4,5
44814,238,86,3,5,6,2
44836,149,32,28,5,4,4
44837,157,67,23,5,5,4
44840,224,32,13,5,4,3
44842,238,70,38,5,5,5
44846,196,67,110,5,5,6
44849,152,38,20,5,4,4
44851,224,67,11,5,5,3
44864,172,48,26,5,5,4
44867,153,66,4,5,5,2
44878,177,0,29,5,0,4
44880,154,76,18,5,5,4
44882,140,47,49,5,5,5
45054,150,146,152,5,6,7
45064,203,55,41,5,5,5
45118,227,73,17,5,5,4
45130,179,40,20,5,4,4
45142,173,3,23,5,2,4
45144,175,67,34,5,5,5
45159,222,46,34,5,5,5
45167,245,90,29,5,6,4
45169,201,32,15,5,4,3
45171,240,153,108,5,6,6
45174,137,140,309,5,6,7
45204,160,57,40,5,5,5
45218,202,86,19,5,6,4
45219,195,108,87,5,6,6
45229,249,191,127,5,7,6
45306,154,66,50,5,5,5
45308,237,100,43,5,6,5
45325,200,60,15,5,5,3
45347,202,28,26,5,4,4
45370,181,132,59,5,6,5
45402,235,109,52,5,6,5
45403,164,65,24,5,5,4
45416,198,114,0,5,6,0
45418,140,17,13,5,3,3
45612,174,27,22,5,4,4
45613,165,34,17,5,4,4
45614,244,37,0,5,4,0
45623,152,23,8,5,4,3
45652,187,12,28,5,3,4
45659,142,17,0,5,3,0
45661,242,162,58,5,6,5
45710,221,132,8,5,6,3
45723,223,78,62,5,5,6
45729,148,82,0,5,6,0
45742,248,120,49,5,6,5
45760,140,60,64,5,5,6
45784,230,25,15,5,4,3
45786,145,103,5,5,6,2
45814,224,34,54,5,4,5
45827,232,25,37,5,4,5
45832,248,26,30,5,4,5
45845,242,83,44,5,6,5
45860,232,61,23,5,5,4
45872,193,99,16,5,6,4
45874,188,14,23,5,3,4
45877,143,41,37,5,5,5
45879,228,71,102,5,5,6
45880,148,21,39,5,3,5
45882,241,12,0,5,3,0
45887,193,28,25,5,4,4
73007,166,100,265,5,6,7
73015,139,26,15,5,4,3
73016,171,60,36,5,5,5
73028,163,34,39,5,4,5
73030,139,64,45,5,5,5
73047,183,62,35,5,5,5
73048,143,24,41,5,4,5
73059,206,47,44,5,5,5
73067,156,25,35,5,4,5
73082,160,54,72,5,5,6
73084,156,31,98,5,4,6
73093,222,73,31,5,5,5
73098,202,75,19,5,5,4
73104,171,100,126,5,6,6
73105,186,78,123,5,5,6
73108,239,32,18,5,4,4
73109,156,33,26,5,4,4
73121,152,92,53,5,6,5
73131,150,92,306,5,6,7
73169,165,56,24,5,5,4
73438,137,36,23,5,4,4
73443,187,65,10,5,5,3
73448,246,41,21,5,5,4
73463,146,39,33,5,4,5
73503,221,30,21,5,4,4
73529,176,39,54,5,4,5
73541,170,64,6,5,5,2
73572,232,48,8,5,5,3
73662,247,69,41,5,5,5
73737,206,47,22,5,5,4
73742,189,102,99,5,6,6
73852,179,40,29,5,4,4
74016,225,38,23,5,4,4
74029,190,70,53,5,5,5
74039,201,44,7,5,5,3
74041,146,52,23,5,5,4
74048,184,101,13,5,6,3
74059,137,53,65,5,5,6
74079,220,30,26,5,4,4
74080,230,80,45,5,5,5
74110,176,34,21,5,4,4
74119,195,84,65,5,6,6
74126,161,13,35,5,3,5
74131,153,75,54,5,5,5
74330,189,13,26,5,3,4
74331,190,97,128,5,6,6
74337,217,73,0,5,5,0
74338,200,16,29,5,3,4
74346,226,68,17,5,5,4
74352,180,188,44,5,7,5
74365,142,45,22,5,5,4
74436,179,72,87,5,5,6
74441,184,21,42,5,3,5
74445,162,18,31,5,3,5
74454,148,61,35,5,5,5
74523,161,102,74,5,6,6
74578,211,69,65,5,5,6
74653,161,32,38,5,4,5
74726,148,0,14,5,0,3
74729,141,39,0,5,4,0
74733,209,59,11,5,5,3
74764,153,35,19,5,4,4
74848,190,125,21,5,6,4
74859,139,43,30,5,5,5
74864,157,87,24,5,6,4
74872,136,30,27,5,4,4
74881,200,98,24,5,6,4
74884,158,43,31,5,5,5
74902,144,31,19,5,4,4
74954,171,43,5,5,5,2
74962,163,21,32,5,3,5
97016,239,132,100,5,6,6
97018,147,57,24,5,5,4
97019,220,106,92,5,6,6
97026,140,112,60,5,6,6
97041,207,48,37,5,5,5
97042,179,182,42,5,7,5
97053,234,141,74,5,6,6
97067,168,29,39,5,4,5
97114,241,163,82,5,6,6
97127,203,127,63,5,6,6
97131,180,49,11,5,5,3
97327,222,111,89,5,6,6
97358,153,29,40,5,4,5
97362,172,85,20,5,6,4
97411,148,83,72,5,6,6
97423,196,124,79,5,6,6
97437,145,17,63,5,3,6
97444,225,177,104,5,7,6
97455,192,118,27,5,6,4
97456,137,144,51,5,6,5
97458,241,39,39,5,4,5
97462,150,49,42,5,5,5
97495,179,46,36,5,5,5
97535,165,63,11,5,5,3
97539,234,15,51,5,3,5
97720,193,45,24,5,5,4
97734,154,45,25,5,5,4
97818,221,57,37,5,5,5
97828,185,64,31,5,5,5
97844,215,68,10,5,5,3
97846,168,68,22,5,5,4
97875,147,14,19,5,3,4
97913,166,8,11,5,2,3
97918,190,55,11,5,5,3
15006,142,9,0,5,2,0
15026,249,142,26,5,6,4
15027,165,52,13,5,5,3
15043,171,39,9,5,4,3
15045,179,34,0,5,4,0
15046,196,97,19,5,6,4
15050,215,48,35,5,5,5
15052,201,63,9,5,5,3
15059,142,22,17,5,4,4
15110,143,13,37,5,3,5
15145,233,19,19,5,3,4
15311,165,20,18,5,3,4
15314,226,66,12,5,5,3
15320,197,120,102,5,6,6
15349,148,28,5,5,4,2
15357,140,27,4,5,4,2
15419,143,86,27,5,6,4
15428,145,27,5,5,4,2
15431,171,65,37,5,5,5
15436,143,13,8,5,3,3
15456,171,0,0,5,0,0
15461,190,14,20,5,3,4
15473,228,60,42,5,5,5
15486,163,53,17,5,5,4
15541,159,42,32,5,5,5
15554,146,14,69,5,3,6
15557,156,23,29,5,4,4
15670,136,66,33,5,5,5
15679,162,34,31,5,4,5
15697,178,35,24,5,4,4
15714,178,35,9,5,4,3
15725,143,12,4,5,3,2
15759,161,30,7,5,4,3
15774,191,46,53,5,5,5
15834,175,47,19,5,5,4
15845,240,36,5,5,4,2
15902,245,124,40,5,6,5
15906,226,50,25,5,5,4
15928,146,15,17,5,3,4
15935,223,13,38,5,3,5
15943,136,36,0,5,4,0
