ZCTA,Households100to149K,Households150to199K,Households200KorMore,RFM1,RFM2,RFM3
62033,235,115,87,5,6,6
62047,136,19,7,5,3,3
62048,175,4,9,5,2,3
62067,221,36,54,5,4,5
62069,183,33,29,5,4,4
62075,183,64,55,5,5,5
62205,153,13,34,5,3,5
62215,138,81,39,5,6,5
62216,230,79,79,5,5,6
62218,154,92,38,5,6,5
62225,165,195,29,5,7,4
62237,140,49,20,5,5,4
62239,197,80,33,5,5,5
62245,173,39,23,5,4,4
62257,160,23,38,5,4,5
62271,179,82,22,5,6,4
62288,169,31,49,5,4,5
62312,140,34,17,5,4,4
62321,140,106,87,5,6,6
62341,219,0,57,5,0,5
62347,158,0,17,5,0,4
62360,151,10,20,5,2,4
62424,158,62,17,5,5,4
62428,187,31,6,5,4,2
62447,165,22,61,5,4,6
62449,145,35,50,5,4,5
62466,183,16,6,5,3,2
62468,184,27,33,5,4,5
62501,196,92,39,5,6,5
62520,174,81,20,5,6,4
62535,188,98,250,5,6,7
62544,141,34,31,5,4,5
62548,186,75,56,5,5,5
62550,201,68,20,5,5,4
62557,194,53,101,5,5,6
62644,206,50,34,5,5,5
62664,192,67,69,5,5,6
62670,189,65,52,5,5,5
62677,155,128,45,5,6,5
62681,248,67,43,5,5,5
62685,162,82,19,5,6,4
62691,168,25,23,5,4,4
62694,139,62,21,5,5,4
62806,137,56,28,5,5,4
62858,144,32,17,5,4,4
62859,229,143,84,5,6,6
62865,176,23,25,5,4,4
62884,197,8,5,5,2,2
62890,162,55,0,5,5,0
62898,181,26,35,5,4,5
62902,238,110,89,5,6,6
62920,188,55,16,5,5,4
62935,157,40,35,5,4,5
62938,174,26,10,5,4,3
62939,205,50,12,5,5,3
62995,226,35,17,5,4,4
46030,179,121,38,5,6,5
46031,187,67,59,5,5,5
46044,163,34,36,5,4,5
46051,215,60,25,5,5,4
46056,140,30,32,5,4,5
46058,183,30,46,5,4,5
46065,182,33,19,5,4,4
46068,243,82,28,5,6,4
46071,243,56,76,5,5,6
46120,245,131,75,5,6,6
46121,211,204,101,5,7,6
46147,191,45,96,5,5,6
46149,157,30,14,5,4,3
46161,151,68,22,5,5,4
46165,146,32,36,5,4,5
46166,175,14,21,5,3,4
46171,138,9,21,5,2,4
46172,182,26,31,5,4,5
46186,211,44,16,5,5,4
46216,222,74,88,5,5,6
46349,173,45,62,5,5,6
46382,196,51,7,5,5,3
46390,234,62,56,5,5,5
46402,148,5,25,5,2,4
46406,187,63,47,5,5,5
46407,186,44,0,5,5,0
46501,140,0,36,5,0,5
46504,189,71,33,5,5,5
46510,247,49,18,5,5,4
46511,206,35,72,5,4,6
46536,144,98,48,5,6,5
46539,180,7,19,5,2,4
46542,188,38,14,5,4,3
46543,190,38,124,5,4,6
46555,140,29,29,5,4,4
46571,226,89,25,5,6,4
46573,196,60,96,5,5,6
46590,211,77,127,5,5,6
46613,214,65,0,5,5,0
46616,165,68,28,5,5,4
46702,146,11,10,5,3,3
46732,169,11,43,5,3,5
46738,233,83,76,5,6,6
46742,223,41,50,5,5,5
46746,211,23,13,5,4,3
46763,143,85,12,5,6,3
46764,148,8,0,5,2,0
46770,202,25,22,5,4,4
46773,163,53,34,5,5,5
46787,228,56,58,5,5,5
46792,202,66,69,5,5,6
46793,248,25,94,5,4,6
46797,237,105,6,5,6,2
46910,164,60,11,5,5,3
46914,138,14,31,5,3,5
46919,179,38,3,5,4,2
46932,196,46,21,5,5,4
46938,141,19,9,5,3,3
46989,145,124,45,5,6,5
47018,220,134,2,5,6,2
47024,145,34,17,5,4,4
47037,168,31,30,5,4,5
47042,224,40,46,5,4,5
47102,177,76,0,5,5,0
47117,217,132,12,5,6,3
47138,208,67,9,5,5,3
47164,245,25,49,5,4,5
47220,208,93,64,5,6,6
47243,230,52,28,5,5,4
47246,223,65,58,5,5,5
47320,220,49,51,5,5,5
47327,202,29,7,5,4,3
47334,192,20,31,5,3,5
47336,136,23,50,5,4,5
47340,167,41,14,5,5,3
47346,232,31,24,5,4,4
47359,162,11,4,5,3,2
47368,153,13,41,5,3,5
47390,160,10,0,5,2,0
47393,136,0,15,5,0,3
47432,181,46,36,5,5,5
47433,233,99,24,5,6,4
47438,200,64,23,5,5,4
47454,182,75,46,5,5,5
47459,240,46,21,5,5,4
47523,141,46,28,5,5,4
47558,155,21,55,5,3,5
47562,242,101,64,5,6,6
47579,240,67,45,5,5,5
47581,140,36,23,5,4,4
47598,188,26,7,5,4,3
47610,239,91,13,5,6,3
47613,230,94,61,5,6,6
47619,221,3,18,5,2,4
47631,166,61,27,5,5,4
47665,186,96,83,5,6,6
47713,187,21,59,5,3,5
47804,236,54,38,5,5,5
47850,173,33,18,5,4,4
47920,235,93,6,5,6,2
47923,232,59,31,5,5,5
47944,141,29,34,5,4,5
47946,148,27,0,5,4,0
47954,205,37,9,5,4,3
47977,168,14,18,5,3,4
47987,201,15,24,5,3,4
47992,152,0,34,5,0,5
47993,240,62,13,5,5,3
50002,141,8,27,5,2,4
50006,142,11,15,5,3,3
50025,166,54,48,5,5,5
50054,239,51,53,5,5,5
50072,190,55,74,5,5,6
50115,167,24,29,5,4,4
50161,167,48,64,5,5,6
50169,175,51,31,5,5,5
50170,249,68,12,5,5,3
50171,176,40,65,5,4,6
50207,138,47,31,5,5,5
50210,164,81,2,5,6,2
50213,216,169,58,5,6,5
50216,217,78,56,5,5,5
50225,207,79,16,5,5,4
50228,244,90,36,5,6,5
50236,163,40,69,5,4,6
50240,171,116,83,5,6,6
50244,189,46,34,5,5,5
50247,183,78,19,5,5,4
50276,147,68,77,5,5,6
50450,173,61,21,5,5,4
50458,179,63,9,5,5,3
50459,159,63,37,5,5,5
50525,163,98,32,5,6,5
50533,183,50,80,5,5,6
50536,227,58,65,5,5,6
50563,159,40,52,5,4,5
50583,163,42,53,5,5,5
50627,169,12,18,5,3,4
50629,241,39,54,5,4,5
50638,248,68,75,5,5,6
50658,149,35,43,5,4,5
50662,227,21,75,5,3,6
50665,156,58,41,5,5,5
50669,152,60,53,5,5,5
50676,145,39,24,5,4,4
50854,166,33,23,5,4,4
51002,142,82,48,5,6,5
51023,146,46,18,5,5,4
51024,167,38,43,5,4,5
51028,162,72,41,5,5,5
51030,190,70,16,5,5,4
51038,144,23,8,5,4,3
51039,204,83,27,5,6,4
51040,204,27,48,5,4,5
51046,140,16,25,5,3,4
51050,165,86,77,5,6,6
51109,171,21,15,5,3,3
51239,178,75,73,5,5,6
51247,238,106,111,5,6,6
51249,202,62,65,5,5,6
51346,145,16,11,5,3,3
51347,155,25,20,5,4,4
51445,205,102,67,5,6,6
51450,143,44,26,5,5,4
51455,145,47,56,5,5,5
51521,153,42,30,5,5,5
51526,144,46,28,5,5,4
51546,220,69,43,5,5,5
51576,171,95,76,5,6,6
51579,140,49,31,5,5,5
51601,216,97,39,5,6,5
52032,182,41,0,5,5,0
52033,224,48,24,5,5,4
52045,235,57,10,5,5,3
52159,150,30,58,5,4,5
52162,212,33,46,5,4,5
52175,167,38,34,5,4,5
52201,179,22,14,5,4,3
52203,189,88,110,5,6,6
52208,175,62,13,5,5,3
52211,184,46,51,5,5,5
52214,196,112,123,5,6,6
52224,172,57,27,5,5,4
52301,225,70,46,5,5,5
52322,172,100,28,5,6,4
52324,205,119,33,5,6,5
52332,204,27,11,5,4,3
52336,201,80,15,5,5,3
52342,151,78,11,5,5,3
52345,151,33,15,5,4,3
52346,170,11,17,5,3,4
52351,137,83,50,5,6,5
52356,150,77,28,5,5,4
52544,210,58,59,5,5,5
52625,148,41,23,5,5,4
52637,142,51,17,5,5,4
52645,139,45,0,5,5,0
52653,238,115,61,5,6,6
52656,190,71,30,5,5,5
52756,197,68,106,5,5,6
52773,232,23,69,5,4,6
52776,194,39,72,5,4,6
52778,173,163,133,5,6,7
66013,168,67,215,5,5,7
66021,230,97,32,5,6,5
66032,166,31,44,5,4,5
66040,245,14,39,5,3,5
66050,186,47,75,5,5,6
66054,207,26,21,5,4,4
66066,148,48,40,5,5,5
66070,215,126,9,5,6,3
66088,171,46,45,5,5,5
66090,166,3,15,5,2,3
66101,245,5,6,5,2,2
66409,232,183,68,5,7,6
66434,140,80,42,5,5,5
66508,235,56,71,5,5,6
66524,195,33,24,5,4,4
66533,147,38,36,5,4,5
66534,194,81,45,5,6,5
66535,153,76,41,5,5,5
66536,192,34,47,5,4,5
66539,207,54,29,5,5,4
66615,240,101,157,5,6,7
66616,139,0,59,5,0,5
66713,199,39,58,5,4,5
66725,220,73,13,5,5,3
66739,215,24,16,5,4,4
66743,151,17,28,5,3,4
66757,169,16,36,5,3,5
66763,204,28,20,5,4,4
66846,137,45,85,5,5,6
66856,154,49,36,5,5,5
66861,149,22,4,5,4,2
67013,212,30,15,5,4,3
67017,163,87,93,5,6,6
67025,230,123,89,5,6,6
67030,167,113,75,5,6,6
67031,166,47,38,5,5,5
67039,158,68,61,5,5,6
67045,140,39,15,5,4,3
67050,194,48,82,5,5,6
67056,194,31,20,5,4,4
67062,239,98,10,5,6,3
67063,212,40,33,5,4,5
67067,204,51,42,5,5,5
67107,227,23,21,5,4,4
67135,208,108,66,5,6,6
67144,180,93,42,5,6,5
67214,213,51,30,5,5,5
67228,238,139,167,5,6,7
67333,163,22,20,5,4,4
67335,136,24,0,5,4,0
67432,239,108,84,5,6,6
67439,206,38,11,5,4,3
67443,147,42,37,5,5,5
67456,239,56,46,5,5,5
67467,175,44,11,5,5,3
67505,158,6,11,5,2,3
67526,144,52,33,5,5,5
67543,145,10,15,5,2,3
67544,167,18,7,5,3,3
67546,158,60,33,5,5,5
67550,146,116,16,5,6,4
67560,150,36,23,5,4,4
67576,139,26,39,5,4,5
67579,170,38,25,5,4,4
67637,153,70,41,5,5,5
67654,213,13,26,5,3,4
67661,141,42,31,5,5,5
67663,137,49,25,5,5,4
67665,239,74,45,5,5,5
67672,151,87,21,5,6,4
67835,201,31,27,5,4,4
67851,170,43,23,5,5,4
67864,139,25,13,5,4,3
67951,215,79,34,5,5,5
40008,157,65,7,5,5,3
40019,159,51,26,5,5,4
40045,225,36,52,5,4,5
40046,163,44,10,5,5,3
40051,206,128,14,5,6,3
40057,224,28,27,5,4,4
40068,183,0,39,5,0,5
40076,221,56,29,5,5,4
40107,141,39,43,5,4,5
40150,143,72,44,5,5,5
40312,200,50,3,5,5,2
40337,231,12,12,5,3,3
40347,186,104,125,5,6,6
40360,249,68,76,5,5,6
40370,176,73,18,5,5,4
40372,217,10,16,5,2,4
40379,175,124,75,5,6,6
40380,212,19,43,5,3,5
40385,168,0,0,5,0,0
40390,208,155,134,5,6,7
40437,136,41,25,5,5,4
40447,161,38,63,5,4,6
40461,178,9,23,5,2,4
40489,164,20,36,5,3,5
40516,197,62,86,5,5,6
40729,190,30,60,5,4,6
40906,244,181,77,5,7,6
40962,209,54,63,5,5,6
40965,184,44,54,5,5,5
40977,169,23,10,5,4,3
41002,221,17,8,5,3,3
41004,231,18,27,5,3,4
41008,238,94,153,5,6,7
41010,144,55,17,5,5,4
41014,199,38,52,5,4,5
41039,142,10,26,5,2,4
41041,245,101,93,5,6,6
41063,245,35,59,5,4,5
41080,191,50,49,5,5,5
41169,245,149,68,5,6,6
41171,182,3,1,5,2,2
41179,195,131,30,5,6,5
41222,164,25,0,5,4,0
41240,187,52,41,5,5,5
41256,143,18,100,5,3,6
41311,148,2,32,5,1,5
41314,178,11,6,5,3,2
41465,189,87,45,5,6,5
41522,187,13,0,5,3,0
41537,182,23,23,5,4,4
41572,217,0,11,5,0,3
42027,155,8,30,5,2,5
42041,176,52,34,5,5,5
42044,138,40,63,5,4,6
42051,161,49,20,5,5,4
42053,239,50,73,5,5,6
42058,168,0,0,5,0,0
42088,141,41,17,5,5,4
42127,235,106,7,5,6,3
42129,171,43,5,5,5,2
42206,221,14,67,5,3,6
42210,172,10,14,5,2,3
42256,217,6,28,5,2,4
42274,195,0,0,5,0,0
42320,248,76,77,5,5,6
42351,247,80,34,5,5,5
42378,153,36,74,5,4,6
42408,164,43,54,5,5,5
42442,143,83,33,5,6,5
42450,231,19,48,5,3,5
42452,188,65,47,5,5,5
42455,163,33,20,5,4,4
42459,166,56,20,5,5,4
42544,144,50,77,5,5,6
42553,161,33,19,5,4,4
42717,206,38,14,5,4,3
42726,175,77,26,5,5,4
42743,229,89,57,5,6,5
42748,237,56,146,5,5,7
42749,230,51,49,5,5,5
42765,155,14,47,5,3,5
70032,236,48,22,5,5,4
70051,166,2,36,5,1,5
70057,195,102,30,5,6,5
70071,217,69,41,5,5,5
70079,244,64,58,5,5,5
70084,206,45,26,5,5,4
70085,137,62,4,5,5,2
70092,205,53,6,5,5,2
70112,163,54,70,5,5,6
70113,178,111,98,5,6,6
70341,150,88,119,5,6,6
70342,189,65,78,5,5,6
70344,230,53,20,5,5,4
70395,204,106,79,5,6,6
70426,158,23,44,5,4,5
70431,150,150,87,5,6,6
70532,142,16,0,5,3,0
70543,207,194,45,5,7,5
70559,147,7,9,5,2,3
70630,197,31,116,5,4,6
70633,236,258,49,5,7,5
70653,166,88,9,5,6,3
70660,148,0,0,5,0,0
70730,176,18,76,5,3,6
70744,245,148,230,5,6,7
70748,169,70,40,5,5,5
70757,194,30,21,5,4,4
70760,153,47,145,5,5,7
70776,179,48,65,5,5,6
70778,223,178,20,5,7,4
70780,143,20,17,5,3,4
70783,194,76,189,5,5,7
70788,176,77,51,5,5,5
70812,227,47,136,5,5,7
71001,178,34,0,5,4,0
71019,207,91,152,5,6,7
71032,174,15,60,5,3,6
71033,184,178,45,5,7,5
71060,157,0,19,5,0,4
71064,163,0,11,5,0,3
71067,160,24,13,5,4,3
71082,141,56,9,5,5,3
71109,179,55,4,5,5,2
71110,160,36,32,5,4,5
71202,230,87,15,5,6,3
71232,168,53,30,5,5,5
71234,228,33,28,5,4,4
71235,193,123,50,5,6,5
71238,196,21,47,5,3,5
71241,240,197,123,5,7,6
71263,187,111,80,5,6,6
71268,156,16,25,5,3,4
71282,227,58,80,5,5,6
71342,223,74,55,5,5,5
71373,159,56,6,5,5,2
71405,234,30,79,5,4,6
71409,246,68,46,5,5,5
71417,215,4,36,5,2,5
71418,151,34,77,5,4,6
71423,204,70,56,5,5,5
71429,181,12,33,5,3,5
71430,154,4,0,5,2,0
71433,191,8,13,5,2,3
71459,198,35,23,5,4,4
71467,165,28,18,5,4,4
71485,164,82,94,5,6,6
3902,249,20,177,5,3,7
3905,174,49,164,5,5,7
4001,165,47,57,5,5,5
4030,143,117,23,5,6,4
4037,152,96,15,5,6,3
4040,222,49,28,5,5,4
4048,172,59,19,5,5,4
4061,202,50,53,5,5,5
4076,165,29,6,5,4,2
4087,156,21,0,5,3,0
4217,177,21,31,5,3,5
4220,148,34,29,5,4,4
4239,193,42,39,5,5,5
4250,238,16,7,5,3,3
4253,151,57,30,5,5,5
4256,168,91,29,5,6,4
4258,216,83,53,5,6,5
4259,214,27,78,5,4,6
4268,179,104,35,5,6,5
4276,222,70,23,5,5,4
4281,183,66,62,5,5,6
4294,139,50,45,5,5,5
4342,141,17,11,5,3,3
4346,146,25,27,5,4,4
4348,191,33,10,5,4,3
4350,244,85,131,5,6,6
4351,180,87,115,5,6,6
4355,178,61,97,5,5,6
4357,185,23,16,5,4,4
4363,199,21,9,5,3,3
4419,214,69,14,5,5,3
4426,233,28,48,5,4,5
4427,149,16,14,5,3,3
4428,181,69,38,5,5,5
4456,190,42,30,5,5,5
4461,223,13,0,5,3,0
4462,192,43,32,5,5,5
4472,158,20,14,5,3,3
4474,206,40,100,5,4,6
4493,140,10,15,5,2,3
4537,196,45,34,5,5,5
4562,139,58,75,5,5,6
4619,188,27,11,5,4,3
4742,167,0,84,5,0,6
4743,232,65,47,5,5,5
4756,147,79,0,5,5,0
4861,161,14,0,5,3,0
4862,234,78,24,5,5,4
4917,237,53,122,5,5,6
4927,137,19,17,5,3,4
4928,168,0,8,5,0,3
4950,174,33,52,5,4,5
4957,182,93,38,5,6,5
4967,187,59,4,5,5,2
4989,241,128,59,5,6,5
20620,167,54,38,5,5,5
20662,151,49,76,5,5,6
20675,171,84,115,5,6,6
20688,220,130,85,5,6,6
20762,179,43,31,5,5,5
20763,208,98,56,5,6,5
20776,212,185,152,5,7,7
20778,166,127,211,5,6,7
20818,165,123,341,5,6,8
20842,147,77,152,5,5,7
21005,229,69,62,5,5,6
21028,242,109,238,5,6,7
21053,166,150,248,5,6,7
21155,180,136,196,5,6,7
21160,203,66,82,5,5,6
21520,154,38,21,5,4,4
21536,226,29,99,5,4,6
21635,182,97,98,5,6,6
21639,234,103,28,5,6,4
21651,150,70,81,5,5,6
21663,208,111,346,5,6,8
21673,200,61,175,5,5,7
21750,175,61,78,5,5,6
21757,249,105,80,5,6,6
21777,245,39,115,5,4,6
21798,148,100,84,5,6,6
21813,177,146,77,5,6,6
21837,182,47,64,5,5,6
21838,150,15,34,5,3,5
21849,228,62,64,5,5,6
21850,180,22,37,5,4,5
21863,210,150,48,5,6,5
21915,159,144,118,5,6,6
21917,183,67,37,5,5,5
1011,150,27,22,5,4,4
1022,147,44,0,5,5,0
1034,235,79,57,5,5,5
1038,233,56,123,5,5,6
1050,213,62,25,5,5,4
1068,166,89,37,5,6,5
1072,138,70,28,5,5,4
1080,146,68,25,5,5,4
1083,160,43,35,5,5,5
1098,155,30,34,5,4,5
1128,241,79,34,5,5,5
1223,230,68,61,5,5,6
1237,194,58,57,5,5,5
1257,249,83,131,5,6,6
1341,164,105,108,5,6,6
1351,186,89,24,5,6,4
1368,144,36,12,5,4,3
1375,215,74,71,5,5,6
1474,137,87,86,5,6,6
1506,239,159,78,5,6,6
1515,171,68,42,5,5,5
1521,213,115,51,5,6,5
1611,165,92,105,5,6,6
1731,171,93,35,5,6,5
1770,214,160,753,5,6,8
1901,136,0,12,5,0,3
1984,208,217,418,5,7,8
2030,234,192,1272,5,7,9
2109,249,389,682,5,8,8
2110,156,44,564,5,5,8
2367,207,147,120,5,6,6
2468,139,259,1270,5,7,9
2539,205,99,281,5,6,7
2556,230,149,188,5,6,7
2559,163,284,131,5,7,6
2568,230,140,112,5,6,6
2635,237,73,120,5,5,6
2638,248,176,160,5,7,7
2639,150,94,81,5,6,6
2646,192,50,104,5,5,6
2655,223,131,210,5,6,7
2657,217,99,201,5,6,7
2725,209,94,65,5,6,6
2763,155,99,133,5,6,7
48022,223,61,22,5,5,4
48032,149,47,19,5,5,4
48050,182,26,37,5,4,5
48064,235,98,103,5,6,6
48069,244,190,259,5,7,7
48122,216,83,37,5,6,5
48140,249,67,62,5,5,6
48159,171,47,36,5,5,5
48208,190,107,77,5,6,6
48216,149,52,42,5,5,5
48217,166,35,8,5,4,3
48342,218,138,34,5,6,5
48414,168,32,21,5,4,4
48416,223,73,56,5,5,5
48436,187,116,79,5,6,6
48441,204,33,52,5,4,5
48449,150,34,2,5,4,2
48450,249,90,37,5,6,5
48453,196,36,43,5,4,5
48460,168,43,36,5,5,5
48463,243,66,28,5,5,4
48467,136,21,43,5,3,5
48471,166,72,56,5,5,5
48505,146,13,47,5,3,5
48529,215,49,12,5,5,3
48615,136,34,12,5,4,3
48618,223,38,5,5,4,2
48622,229,32,52,5,4,5
48625,229,94,51,5,6,5
48628,147,47,37,5,5,5
48631,162,116,29,5,6,4
48632,141,5,37,5,2,5
48637,179,36,46,5,4,5
48647,167,43,50,5,5,5
48651,191,78,40,5,5,5
48658,180,34,38,5,4,5
48726,221,54,67,5,5,6
48730,185,29,46,5,4,5
48739,168,53,7,5,5,3
48744,199,91,37,5,6,5
48755,173,20,56,5,3,5
48759,194,11,31,5,3,5
48767,140,35,20,5,4,4
48811,137,31,43,5,4,5
48815,182,85,18,5,6,4
48819,138,62,37,5,5,5
48822,206,80,88,5,5,6
48831,157,32,11,5,4,3
48835,224,65,27,5,5,4
48850,221,43,31,5,5,5
48857,236,53,25,5,5,4
48861,136,9,4,5,2,2
48866,213,113,21,5,6,4
48876,211,108,31,5,6,5
48884,235,39,33,5,4,5
48894,168,61,17,5,5,4
48897,154,44,32,5,5,5
49007,159,73,106,5,5,6
49013,241,33,35,5,4,5
49026,148,1,3,5,1,2
49032,158,30,35,5,4,5
49033,153,35,23,5,4,4
49034,203,29,38,5,4,5
49040,149,22,56,5,4,5
49042,215,66,42,5,5,5
49045,238,45,62,5,5,6
49051,235,65,72,5,5,6
49056,150,61,15,5,5,3
49057,219,75,29,5,5,4
49064,139,56,39,5,5,5
49067,192,70,42,5,5,5
49073,195,85,28,5,6,4
49076,203,83,31,5,6,5
49094,163,41,59,5,5,5
49095,143,36,101,5,4,6
49096,204,55,29,5,5,4
49101,162,83,65,5,6,6
49111,212,59,30,5,5,5
49117,239,107,220,5,6,7
49125,148,76,78,5,5,6
49128,194,64,64,5,5,6
49233,213,79,46,5,5,5
49234,226,42,92,5,5,6
49237,149,50,23,5,5,4
49241,156,78,77,5,5,6
49246,241,31,72,5,4,6
49247,202,63,35,5,5,5
49253,204,23,84,5,4,6
49254,248,173,75,5,7,6
49266,165,59,10,5,5,3
49267,239,162,56,5,6,5
49272,227,48,9,5,5,3
49274,151,34,14,5,4,3
49277,200,78,31,5,5,5
49283,208,100,2,5,6,2
49284,199,40,20,5,4,4
49326,166,40,55,5,4,5
49344,195,54,88,5,5,6
49403,148,80,60,5,5,6
49420,214,24,47,5,4,5
49421,182,42,10,5,5,3
49425,163,25,3,5,4,2
49446,161,34,38,5,4,5
49453,214,127,74,5,6,6
49454,204,17,44,5,3,5
49455,223,43,23,5,5,4
49614,136,42,29,5,5,4
49615,233,82,70,5,6,6
49617,191,57,26,5,5,4
49620,148,21,15,5,3,3
49621,208,64,69,5,5,6
49629,144,39,44,5,4,5
49631,193,48,19,5,5,4
49633,149,38,36,5,4,5
49635,204,60,65,5,5,6
49650,236,50,24,5,5,4
49655,150,25,22,5,4,4
49657,148,41,37,5,5,5
49659,223,57,48,5,5,5
49663,209,30,46,5,4,5
49676,190,51,74,5,5,6
49715,164,84,39,5,6,5
49749,224,42,43,5,5,5
49751,148,18,3,5,3,2
49777,183,32,33,5,4,5
49779,147,52,37,5,5,5
49781,193,59,31,5,5,5
49802,223,32,43,5,4,5
49807,242,21,40,5,3,5
49862,152,16,22,5,3,4
49868,174,40,19,5,4,4
49870,136,8,72,5,2,6
49878,200,25,13,5,4,3
49913,209,19,32,5,3,5
49916,217,98,42,5,6,5
49920,148,20,27,5,3,4
49935,242,67,35,5,5,5
49946,166,25,29,5,4,4
55001,234,139,293,5,6,7
55003,206,123,114,5,6,6
55006,208,48,26,5,5,4
55007,163,42,15,5,5,3
55012,207,47,16,5,5,4
55019,196,78,39,5,5,5
55031,223,83,72,5,6,6
55037,201,57,39,5,5,5
55047,221,120,187,5,6,7
55049,192,55,21,5,5,4
55074,214,50,40,5,5,5
55080,203,64,57,5,5,5
55089,161,84,53,5,6,5
55114,154,142,79,5,6,6
55307,220,44,53,5,5,5
55312,142,15,11,5,3,3
55329,145,27,9,5,4,3
55334,140,32,23,5,4,4
55354,211,73,44,5,5,5
55357,246,106,281,5,6,7
55368,175,59,28,5,5,4
55381,166,58,27,5,5,4
55382,237,90,100,5,6,6
55389,160,36,27,5,4,4
55390,222,73,51,5,5,5
55395,161,71,24,5,5,4
55397,222,87,28,5,6,4
55604,206,93,62,5,6,6
55614,155,61,23,5,5,4
55705,198,20,26,5,3,4
55750,149,36,5,5,4,2
55760,144,47,41,5,5,5
55767,176,46,10,5,5,3
55768,174,69,10,5,5,3
55769,206,28,14,5,4,3
55783,162,30,44,5,4,5
55790,173,46,23,5,5,4
55805,206,108,44,5,6,5
55808,234,53,54,5,5,5
55932,161,77,33,5,5,5
55936,142,47,18,5,5,4
55940,212,42,34,5,5,5
55943,226,53,27,5,5,4
55952,179,65,58,5,5,5
55955,234,166,97,5,6,6
55956,151,57,71,5,5,6
55965,182,55,33,5,5,5
55971,186,62,28,5,5,4
55981,241,94,78,5,6,6
55983,141,40,11,5,4,3
56017,164,43,31,5,5,5
56024,242,86,45,5,6,5
56044,204,75,46,5,5,5
56057,240,65,52,5,5,5
56062,214,79,39,5,5,5
56065,189,52,13,5,5,3
56074,169,71,16,5,5,4
56087,165,37,25,5,4,4
56096,174,47,71,5,5,6
56097,182,33,33,5,4,5
56098,165,28,19,5,4,4
56150,154,35,20,5,4,4
56172,207,75,41,5,5,5
56175,180,42,21,5,5,4
56209,145,30,27,5,4,4
56232,138,24,23,5,4,4
56277,198,68,73,5,5,6
56278,200,25,17,5,4,4
56312,151,53,49,5,5,5
56331,213,38,46,5,4,5
56332,138,38,21,5,4,4
56340,202,35,29,5,4,4
56358,200,46,34,5,5,5
56359,137,29,38,5,4,5
56360,232,46,35,5,5,5
56361,149,28,8,5,4,3
56373,214,44,58,5,5,5
56381,185,38,28,5,4,4
56387,245,61,63,5,5,6
56435,161,25,16,5,4,4
56442,180,47,107,5,5,6
56444,188,87,59,5,6,5
56449,159,59,37,5,5,5
56461,220,65,40,5,5,5
56464,233,49,37,5,5,5
56465,155,55,43,5,5,5
56466,140,27,27,5,4,4
56467,183,30,28,5,4,4
56473,208,74,51,5,5,5
56474,163,53,44,5,5,5
56477,151,26,20,5,4,4
56479,245,84,47,5,6,5
56482,222,75,66,5,5,6
56484,211,61,66,5,5,6
56511,137,56,32,5,5,5
56515,222,64,67,5,5,6
56520,248,92,44,5,6,5
56542,172,44,21,5,5,4
56547,206,68,78,5,5,6
56554,203,60,49,5,5,5
56567,201,43,17,5,5,4
56586,136,40,27,5,4,4
56621,222,67,37,5,5,5
56633,145,44,25,5,5,4
56636,226,82,19,5,6,4
56750,166,34,20,5,4,4
56762,144,49,32,5,5,5
56763,220,106,45,5,6,5
38601,147,9,18,5,2,4
38683,198,3,0,5,2,0
38703,148,19,114,5,3,6
38748,177,22,20,5,4,4
38751,202,109,45,5,6,5
38756,201,62,85,5,5,6
38827,140,35,28,5,4,4
38851,154,52,39,5,5,5
38855,219,75,3,5,5,2
38857,179,125,23,5,6,4
38858,233,134,19,5,6,4
38860,199,110,32,5,6,5
38916,137,14,21,5,3,4
38921,209,40,0,5,4,0
38965,241,38,47,5,4,5
38967,248,50,89,5,5,6
39038,163,19,33,5,3,5
39040,157,13,7,5,3,3
39041,206,30,0,5,4,0
39066,232,48,43,5,5,5
39094,136,12,38,5,3,5
39117,238,207,154,5,7,7
39119,144,23,39,5,4,5
39140,147,22,20,5,4,4
39145,244,141,32,5,6,5
39175,157,54,18,5,5,4
39216,201,142,204,5,6,7
39320,148,22,18,5,4,4
39327,223,18,23,5,3,4
39330,154,32,32,5,4,5
39341,238,9,33,5,2,5
39355,145,59,64,5,5,6
39362,185,10,0,5,2,0
39459,190,14,0,5,3,0
39474,159,16,19,5,3,4
39476,171,56,55,5,5,5
39530,245,55,58,5,5,5
39576,210,82,68,5,6,6
39645,149,41,29,5,5,4
39652,146,32,37,5,4,5
39654,179,75,51,5,5,5
39664,151,0,25,5,0,4
39746,183,0,57,5,0,5
39750,143,1,0,5,1,0
39766,168,32,35,5,4,5
63019,247,98,31,5,6,5
63037,244,17,32,5,3,5
63055,172,63,81,5,5,6
63068,240,26,55,5,4,5
63072,237,81,0,5,6,0
63102,144,0,31,5,0,5
63106,197,56,83,5,5,6
63113,194,66,111,5,5,6
63115,248,85,34,5,6,5
63332,148,52,22,5,5,4
63347,138,110,0,5,6,0
63353,145,31,32,5,4,5
63361,175,60,26,5,5,4
63369,173,24,48,5,4,5
63382,139,9,24,5,2,4
63435,205,29,32,5,4,5
63456,165,15,20,5,3,4
63459,239,58,28,5,5,4
63630,144,33,0,5,4,0
63703,137,8,78,5,2,6
63736,172,25,17,5,4,4
63764,226,26,13,5,4,3
63780,211,65,55,5,5,5
63822,144,5,0,5,2,0
63825,149,34,14,5,4,3
63830,172,103,54,5,6,5
